customer_id,first_name,last_name,email,phone,city,signup_date,age,gender,total_trips,cancelled_trips,days_since_last_trip,churned,engagement_score,loyalty_score,persona,signup_channel,income_level,payment_method,device_type,trips_30d,completed_trips_30d,cancelled_trips_30d,total_fare_30d,avg_fare_30d,total_distance_30d,avg_duration_30d,promo_used_trips_30d,last_trip_date,recency_days,app_open,ride_completed,ride_request,search,total_events_30d,promos_redeemed_30d,promo_cost_30d,avg_discount_value_30d
CUST01229,María Del Carmen,Castells,maría del carmen.castells@gmail.com,+34 964 612 911,Barcelona,2023-12-30,19,Other,64,8,65,0,1.0,1.0,Tourist,Partnership,low,Digital Wallet,iOS,1.0,1.0,0.0,7.32,7.32,12.91,41.5,1.0,2025-10-30 20:27:00,21.0,21,4,10,15,50,0.0,0.0,0.0
CUST01230,Kenneth,Tucker,kenneth.tucker@outlook.com,0306 999 0914,London,2025-09-07,24,Other,32,0,9,0,1.0,0.8,Commuter,Organic,high,Debit Card,iOS,6.0,5.0,1.0,83.852,13.975333333333333,41.78,27.03333333333333,3.0,2025-11-12 09:01:00,8.0,27,9,10,14,60,1.0,16.99,12.28
CUST01231,Livia,de Gratie,livia.de gratie@yahoo.com,+31(0)088 920440,Amsterdam,2023-05-29,67,Male,63,8,6,0,1.0,0.994,Commuter,Organic,medium,Cash,Web,3.0,3.0,0.0,46.410000000000004,15.47,26.18,32.06666666666667,0.0,2025-11-20 22:56:00,0.0,29,6,8,20,63,0.0,0.0,0.0
CUST01232,Beatrix,Ebert,beatrix.ebert@gmail.com,(01697) 957220,Berlin,2025-09-08,21,Other,36,5,31,1,1.0,0.825,Tourist,Ads,medium,Credit Card,Web,9.0,9.0,0.0,128.54,14.282222222222222,57.71,15.61111111111111,0.0,2025-11-18 10:21:00,2.0,29,7,7,19,62,0.0,0.0,0.0
CUST01233,Darren,Parkes,darren.parkes@hotmail.com,+44151 4960612,London,2024-02-06,37,Female,56,6,65,1,1.0,0.95,Business,Organic,high,Debit Card,Android,2.0,1.0,1.0,13.681999999999999,6.840999999999999,24.490000000000002,32.2,1.0,2025-10-30 07:03:00,21.0,19,6,7,12,44,1.0,13.12,13.24
CUST01234,Lieke,de Swart,lieke.de swart@hotmail.com,+3122-8126522,Amsterdam,2024-08-26,34,Female,29,2,2,0,1.0,0.781,Business,Referral,medium,Debit Card,iOS,3.0,2.0,1.0,22.362000000000002,7.454000000000001,17.43,18.666666666666668,1.0,2025-11-20 19:42:00,0.0,13,2,5,6,26,1.0,7.65,12.28
CUST01235,Francesca,Cipolla,francesca.cipolla@alice.it,+39 0419607686,Milan,2024-06-03,55,Male,33,4,1,0,1.0,0.806,Casual Rider,Partnership,medium,Credit Card,Android,2.0,2.0,0.0,20.35,10.175,5.05,23.650000000000002,0.0,2025-11-09 07:18:00,11.0,8,0,5,5,18,0.0,0.0,0.0
CUST01236,Francesca,Richardson,francesca.richardson@hotmail.co.uk,(029) 2018 0715,London,2024-11-20,38,Female,52,3,27,0,1.0,0.925,Casual Rider,Referral,high,Cash,iOS,3.0,2.0,1.0,29.304000000000002,9.768,7.32,14.466666666666667,0.0,2025-11-03 08:18:00,17.0,23,4,7,17,51,0.0,0.0,0.0
CUST01237,Ámbar,Martinez,ámbar.martinez@hotmail.com,+34 747 203 944,Barcelona,2023-06-09,58,Male,43,2,5,0,1.0,0.869,Business,Organic,low,Credit Card,iOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,25,9,9,18,61,0.0,0.0,0.0
CUST01238,Tonino,Stucchi,tonino.stucchi@outlook.com,0450583278,Milan,2025-07-03,59,Male,30,1,33,0,1.0,0.787,Tourist,Partnership,medium,Cash,iOS,7.0,6.0,1.0,78.252,11.178857142857142,57.86,28.314285714285713,2.0,2025-11-19 14:28:00,1.0,39,14,10,24,87,1.0,23.9,12.28
CUST01239,Dina,Angiolello,dina.angiolello@hotmail.com,042379115,Milan,2025-08-25,31,Male,32,3,1,0,1.0,0.8,Tourist,Ads,medium,Debit Card,Web,11.0,10.0,1.0,142.856,12.98690909090909,64.76,27.91818181818182,1.0,2025-11-15 08:23:00,5.0,26,4,5,15,50,0.0,0.0,0.0
CUST01240,Ibán,Frutos,ibán.frutos@hotmail.com,+34 844040525,Barcelona,2024-03-20,53,Female,39,5,25,0,1.0,0.844,Business,Referral,low,Cash,Web,3.0,3.0,0.0,22.52,7.506666666666667,17.94,34.4,2.0,2025-11-19 18:09:00,1.0,24,7,9,13,53,2.0,25.75,12.76
CUST01241,Daan,Persijn,daan.persijn@yahoo.com,(009)-3158889,Amsterdam,2023-10-18,59,Male,43,6,35,0,1.0,0.869,Business,Referral,medium,Cash,Android,1.0,1.0,0.0,8.46,8.46,7.61,15.5,0.0,2025-10-25 13:09:00,26.0,21,7,8,11,47,0.0,0.0,0.0
CUST01242,Ippazio,Terragni,ippazio.terragni@gmail.com,+39 0932765674,Milan,2023-09-23,34,Other,37,7,3,0,1.0,0.831,Casual Rider,Organic,medium,Debit Card,Web,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10,2,2,7,21,0.0,0.0,0.0
CUST01243,Michele,Veneziano,michele.veneziano@libero.it,342840425,Milan,2024-09-24,36,Male,40,6,4,1,1.0,0.85,Commuter,Referral,medium,Digital Wallet,iOS,1.0,1.0,0.0,9.13,9.13,12.72,25.1,0.0,2025-11-16 19:01:00,4.0,23,7,6,14,50,0.0,0.0,0.0
CUST01244,Renato,Cabezas,renato.cabezas@hotmail.com,+34 939 458 064,Barcelona,2024-03-21,62,Male,49,4,51,0,1.0,0.906,Commuter,Organic,low,Cash,iOS,1.0,1.0,0.0,4.94,4.94,7.86,24.8,0.0,2025-11-08 17:13:00,12.0,17,6,7,8,38,0.0,0.0,0.0
CUST01245,Mauro,Toninelli,mauro.toninelli@hotmail.it,+39 355243348,Milan,2025-08-14,50,Female,28,0,6,1,1.0,0.775,Tourist,Organic,medium,Cash,Android,10.0,9.0,1.0,144.93200000000002,14.493200000000002,72.15,24.31,0.0,2025-11-18 21:51:00,2.0,17,5,10,12,44,0.0,0.0,0.0
CUST01246,Ernst-Otto,Lindner,ernst-otto.lindner@aol.de,+49(0)3112179568,Berlin,2025-03-22,60,Female,70,2,35,0,1.0,1.0,Tourist,Ads,medium,Cash,Web,8.0,8.0,0.0,147.44,18.43,44.62,34.75,1.0,2025-11-19 19:19:00,1.0,25,6,9,10,50,0.0,0.0,0.0
CUST01247,Faas,van den Heuvel,faas.van den heuvel@hotmail.com,+3187 0821179,Amsterdam,2024-04-24,19,Other,31,2,1,0,1.0,0.794,Commuter,Referral,medium,Cash,iOS,3.0,3.0,0.0,46.25,15.416666666666666,19.53,27.0,0.0,2025-11-12 17:18:00,8.0,20,8,13,10,51,0.0,0.0,0.0
CUST01248,Mitchell,Hussain,mitchell.hussain@gmail.com,0114 496 0908,London,2025-08-12,61,Male,51,2,16,0,1.0,0.919,Casual Rider,Partnership,high,Cash,Web,14.0,12.0,2.0,165.442,11.817285714285715,109.27,28.107142857142858,3.0,2025-11-18 08:29:00,2.0,6,2,3,4,15,1.0,7.25,12.28
CUST01249,Chelsea,Hayward,chelsea.hayward@hotmail.com,+44151 4960090,London,2025-10-14,68,Other,36,4,27,0,1.0,0.825,Business,Referral,high,Cash,Web,17.0,17.0,0.0,281.73,16.572352941176472,132.95,23.470588235294116,1.0,2025-11-17 17:43:00,3.0,20,3,8,15,46,0.0,0.0,0.0
CUST01250,Nathan,Dawson,nathan.dawson@hotmail.com,0117 4960426,London,2023-05-13,40,Female,42,1,18,0,1.0,0.863,Tourist,Partnership,high,Debit Card,Web,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,23,6,10,17,56,0.0,0.0,0.0
CUST01251,Donna,Fisher,donna.fisher@hotmail.com,+44(0)29 2018404,London,2024-06-14,25,Female,36,4,18,0,1.0,0.825,Tourist,Ads,high,Cash,iOS,1.0,1.0,0.0,24.97,24.97,6.03,30.1,0.0,2025-10-29 06:50:00,22.0,10,2,2,5,19,0.0,0.0,0.0
CUST01252,Mike,Bachmann,mike.bachmann@googlemail.com,+49(0)7090 578605,Berlin,2024-06-07,65,Male,45,0,46,0,1.0,0.881,Tourist,Organic,medium,Debit Card,iOS,2.0,1.0,1.0,21.98,10.99,8.25,30.400000000000002,0.0,2025-10-30 06:24:00,21.0,7,1,4,5,17,0.0,0.0,0.0
CUST01253,Marina,Carocci,marina.carocci@poste.it,+39 0962082681,Milan,2024-10-03,58,Female,33,6,6,0,1.0,0.806,Commuter,Ads,medium,Cash,Android,3.0,3.0,0.0,40.12,13.373333333333333,29.09,12.466666666666667,0.0,2025-11-07 12:11:00,13.0,28,6,10,17,61,0.0,0.0,0.0
CUST01254,Jacob,Collins,jacob.collins@yahoo.co.uk,+443069990336,London,2024-01-26,35,Female,48,5,11,0,1.0,0.9,Commuter,Referral,high,Debit Card,Web,2.0,2.0,0.0,34.8,17.4,16.82,35.2,0.0,2025-11-04 05:15:00,16.0,33,9,14,18,74,0.0,0.0,0.0
CUST01255,Olimpia,Caro,olimpia.caro@gmail.com,+34872 15 80 34,Barcelona,2025-02-12,25,Female,40,1,34,0,1.0,0.85,Casual Rider,Ads,low,Debit Card,Web,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24,8,13,15,60,0.0,0.0,0.0
CUST01256,Severino,Giradello,severino.giradello@live.com,+39 33114491680,Milan,2025-04-13,61,Other,43,6,6,0,1.0,0.869,Commuter,Referral,medium,Debit Card,Web,7.0,7.0,0.0,82.51,11.787142857142857,62.79,32.44285714285714,2.0,2025-11-20 20:14:00,0.0,22,3,3,11,39,1.0,10.59,13.24
CUST01257,Denise,Williams,denise.williams@hotmail.co.uk,0121 496 0893,London,2025-05-28,26,Female,49,7,19,0,1.0,0.906,Commuter,Organic,high,Debit Card,Web,5.0,4.0,1.0,74.256,14.8512,39.849999999999994,24.580000000000002,0.0,2025-11-20 18:51:00,0.0,18,9,5,12,44,0.0,0.0,0.0
CUST01258,Anna,Bird,anna.bird@hotmail.com,(0141) 496 0835,London,2023-04-28,62,Other,70,6,2,0,1.0,1.0,Tourist,Partnership,high,Credit Card,Android,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19,4,5,12,40,0.0,0.0,0.0
CUST01259,Kathleen,Lawson,kathleen.lawson@hotmail.co.uk,0115 4960287,London,2024-05-23,38,Female,46,7,8,0,1.0,0.887,Casual Rider,Organic,high,Credit Card,Web,3.0,2.0,1.0,33.83,11.276666666666666,34.81,23.666666666666668,0.0,2025-11-19 06:57:00,1.0,22,6,6,14,48,0.0,0.0,0.0
CUST01260,Rita,Babbo,rita.babbo@outlook.com,0502354397,Milan,2023-08-29,47,Female,35,1,10,0,1.0,0.819,Tourist,Referral,medium,Debit Card,iOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17,3,5,11,36,0.0,0.0,0.0
CUST01261,Mila,Kamper,mila.kamper@gmail.com,+31859-908637,Amsterdam,2025-05-20,44,Other,35,0,11,0,1.0,0.819,Casual Rider,Organic,medium,Credit Card,Android,7.0,7.0,0.0,102.15,14.592857142857143,54.11,25.985714285714288,1.0,2025-11-19 17:56:00,1.0,21,4,4,16,45,0.0,0.0,0.0
CUST01262,Eugenia,Müller,eugenia.müller@yahoo.de,+49(0) 879693735,Berlin,2024-09-01,39,Male,40,4,25,0,1.0,0.85,Business,Ads,medium,Cash,iOS,4.0,4.0,0.0,64.6,16.15,44.32,23.925,4.0,2025-11-17 08:06:00,3.0,5,2,1,3,11,1.0,19.63,12.28
CUST01263,Telse,Ruppert,telse.ruppert@web.de,+49 (0) 5598 390215,Berlin,2024-09-18,30,Male,52,3,3,0,1.0,0.925,Tourist,Organic,medium,Credit Card,Web,1.0,1.0,0.0,10.85,10.85,9.87,37.1,0.0,2025-11-20 17:49:00,0.0,27,9,11,18,65,0.0,0.0,0.0
CUST01264,Geoffrey,Evans,geoffrey.evans@gmail.com,+44(0)131 4960825,London,2023-01-07,19,Female,31,4,19,0,1.0,0.794,Casual Rider,Referral,high,Digital Wallet,Android,1.0,1.0,0.0,11.33,11.33,8.19,8.7,0.0,2025-11-12 09:59:00,8.0,9,4,3,4,20,0.0,0.0,0.0
CUST01265,Barbara,Neuschäfer,barbara.neuschäfer@web.de,+49 (0) 0645 905594,Berlin,2025-08-07,24,Female,63,7,34,1,1.0,0.994,Commuter,Organic,medium,Credit Card,Android,13.0,12.0,1.0,167.53199999999998,12.887076923076922,73.91,24.03076923076923,1.0,2025-11-17 18:29:00,3.0,25,7,10,14,56,0.0,0.0,0.0
CUST01266,Giustino,Druso,giustino.druso@yahoo.com,3447836694,Milan,2024-01-15,68,Male,27,4,49,1,1.0,0.769,Business,Partnership,medium,Credit Card,Web,1.0,1.0,0.0,17.66,17.66,9.84,8.3,0.0,2025-11-05 20:58:00,15.0,8,0,4,4,16,0.0,0.0,0.0
CUST01267,Olimpia,Cueto,olimpia.cueto@yahoo.com,+34931 77 93 11,Barcelona,2024-04-05,55,Male,20,0,44,0,1.0,0.725,Business,Referral,low,Credit Card,Android,1.0,1.0,0.0,14.8,14.8,11.08,19.2,0.0,2025-10-22 19:19:00,29.0,9,2,5,5,21,0.0,0.0,0.0
CUST01268,Youssef,Haengreve,youssef.haengreve@gmail.com,(036) 5286611,Amsterdam,2024-05-11,62,Male,36,1,8,0,1.0,0.825,Commuter,Referral,medium,Cash,iOS,2.0,2.0,0.0,27.439999999999998,13.719999999999999,15.7,10.95,1.0,2025-11-13 11:40:00,7.0,10,2,4,7,23,1.0,11.82,12.28
CUST01269,Mara,van den Oever,mara.van den oever@gmail.com,0223 182914,Amsterdam,2023-03-21,57,Other,23,2,12,0,1.0,0.744,Casual Rider,Referral,medium,Credit Card,Web,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,22,2,6,13,43,0.0,0.0,0.0
CUST01270,Victor,Brennan,victor.brennan@hotmail.com,+44(0)3069990995,London,2023-11-12,53,Male,59,3,30,0,1.0,0.969,Tourist,Partnership,high,Cash,iOS,1.0,1.0,0.0,11.27,11.27,1.45,29.9,0.0,2025-10-29 20:09:00,22.0,9,1,1,7,18,0.0,0.0,0.0
CUST01271,Camilla,Carli,camilla.carli@hotmail.it,+39 01313634942,Milan,2023-01-09,66,Female,37,2,36,0,1.0,0.831,Commuter,Referral,medium,Cash,Android,3.0,3.0,0.0,57.29,19.096666666666668,12.469999999999999,10.166666666666666,0.0,2025-11-20 20:40:00,0.0,12,5,6,10,33,0.0,0.0,0.0
CUST01272,Cayetana,Crespi,cayetana.crespi@gmail.com,+34985 104 852,Barcelona,2024-04-21,68,Female,22,1,16,0,1.0,0.738,Business,Organic,low,Credit Card,Android,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,23,2,6,14,45,0.0,0.0,0.0
CUST01273,Priscilla,Montesano,priscilla.montesano@tiscali.it,0549586300,Milan,2023-11-23,39,Other,40,6,8,0,1.0,0.85,Commuter,Referral,medium,Credit Card,iOS,1.0,1.0,0.0,7.65,7.65,2.88,34.9,0.0,2025-10-30 08:35:00,21.0,21,6,9,13,49,0.0,0.0,0.0
CUST01274,Luca,Sonnino,luca.sonnino@hotmail.com,+39 04314819992,Milan,2024-10-12,63,Male,20,1,1,0,1.0,0.719,Commuter,Ads,medium,Digital Wallet,Android,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,33,9,10,20,72,0.0,0.0,0.0
CUST01275,Ramón,Cerdá,ramón.cerdá@hotmail.com,+34 877 37 57 33,Barcelona,2023-06-26,48,Other,23,2,35,0,1.0,0.744,Casual Rider,Ads,low,Debit Card,iOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18,7,8,12,45,0.0,0.0,0.0
CUST01276,Kate,Burns,kate.burns@yahoo.com,+44(0)1134960742,London,2024-03-02,21,Male,34,4,7,0,1.0,0.812,Tourist,Partnership,high,Digital Wallet,Android,4.0,4.0,0.0,69.82,17.455,29.5,26.15,1.0,2025-11-18 17:49:00,2.0,3,0,0,3,6,1.0,10.5,12.28
CUST01277,Donatello,Pezzali,donatello.pezzali@tim.it,+39 0587041768,Milan,2025-02-18,52,Male,46,3,7,0,1.0,0.887,Commuter,Partnership,medium,Digital Wallet,Web,4.0,3.0,1.0,51.922,12.9805,39.36,23.1,1.0,2025-11-13 07:17:00,7.0,15,1,6,9,31,1.0,6.16,12.28
CUST01278,Hamza,Huurdeman,hamza.huurdeman@gmail.com,071-4750709,Amsterdam,2024-04-20,36,Female,43,5,51,0,1.0,0.869,Business,Ads,medium,Credit Card,iOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,0,5,5,17,0.0,0.0,0.0
CUST01279,Cipriano,Boiardo,cipriano.boiardo@vodafone.it,0702323381,Milan,2023-04-27,53,Male,40,5,38,0,1.0,0.85,Casual Rider,Organic,medium,Debit Card,iOS,1.0,1.0,0.0,9.2,9.2,11.51,20.9,1.0,2025-10-31 23:12:00,20.0,15,2,7,9,33,0.0,0.0,0.0
CUST01280,Yilmaz,Drub,yilmaz.drub@gmail.com,+49(0)5555 07578,Berlin,2025-02-27,68,Male,45,1,7,0,1.0,0.881,Tourist,Ads,medium,Cash,Web,6.0,6.0,0.0,103.42,17.236666666666668,37.230000000000004,28.3,0.0,2025-11-15 19:32:00,5.0,14,6,3,9,32,0.0,0.0,0.0
CUST01281,Olegario,Olivera,olegario.olivera@gmail.com,+34 806 84 22 49,Barcelona,2025-05-31,56,Other,28,3,12,0,1.0,0.775,Tourist,Organic,low,Digital Wallet,Android,3.0,3.0,0.0,31.18,10.393333333333333,21.11,20.466666666666665,0.0,2025-11-12 11:45:00,8.0,29,5,6,13,53,0.0,0.0,0.0
CUST01282,Leon,Ansems,leon.ansems@gmail.com,+31446-807402,Amsterdam,2025-10-21,28,Male,33,6,36,0,1.0,0.806,Casual Rider,Referral,medium,Cash,iOS,15.0,11.0,4.0,154.032,10.2688,86.59,24.58,3.0,2025-11-20 08:26:00,0.0,15,5,5,11,36,1.0,14.96,12.28
CUST01283,Jack,Williams,jack.williams@yahoo.com,+44(0)191 4960035,London,2024-09-20,58,Male,50,7,9,0,1.0,0.912,Commuter,Partnership,high,Debit Card,iOS,6.0,5.0,1.0,106.594,17.765666666666664,38.82,31.933333333333334,1.0,2025-11-18 17:48:00,2.0,22,4,8,13,47,1.0,10.89,12.28
CUST01284,Renata,Planas,renata.planas@yahoo.com,+34928 914 494,Barcelona,2023-07-06,65,Female,50,3,65,0,1.0,0.912,Casual Rider,Ads,low,Cash,iOS,2.0,2.0,0.0,24.0,12.0,13.99,22.35,1.0,2025-10-28 17:14:00,23.0,13,5,2,8,28,0.0,0.0,0.0
CUST01285,Tom,Hart,tom.hart@gmail.com,+44(0)161 496 0318,London,2025-05-21,41,Male,58,8,11,0,1.0,0.962,Business,Organic,high,Credit Card,Web,10.0,9.0,1.0,159.88400000000001,15.988400000000002,57.71,19.72,1.0,2025-11-18 19:00:00,2.0,16,2,5,11,34,0.0,0.0,0.0
CUST01286,Jamie,Banks,jamie.banks@outlook.com,01632 960213,London,2024-04-16,27,Female,46,0,13,0,1.0,0.887,Casual Rider,Ads,high,Digital Wallet,iOS,2.0,2.0,0.0,23.57,11.785,15.07,28.2,0.0,2025-11-16 08:40:00,4.0,15,4,4,9,32,0.0,0.0,0.0
CUST01287,Charlotte,Woods,charlotte.woods@hotmail.co.uk,+44115 4960591,London,2023-03-06,30,Male,50,8,7,0,1.0,0.912,Tourist,Ads,high,Debit Card,Android,2.0,1.0,1.0,26.252000000000002,13.126000000000001,17.41,17.8,1.0,2025-11-16 15:08:00,4.0,27,4,9,15,55,1.0,12.55,12.28
CUST01288,Harry,Täsche,harry.täsche@hotmail.de,+49(0) 630715285,Berlin,2025-07-02,39,Other,39,4,51,0,1.0,0.844,Commuter,Ads,medium,Debit Card,iOS,5.0,3.0,2.0,59.596,11.9192,29.119999999999997,20.32,0.0,2025-11-12 11:14:00,8.0,15,7,8,7,37,0.0,0.0,0.0
CUST01289,Annett,Graf,annett.graf@gmail.com,05492 49161,Berlin,2025-01-31,34,Male,35,4,8,0,1.0,0.819,Business,Ads,medium,Cash,Web,1.0,0.0,1.0,3.1260000000000003,3.1260000000000003,1.56,30.5,0.0,2025-10-25 11:29:00,26.0,22,7,7,8,44,0.0,0.0,0.0
CUST01290,Kathryn,Hill,kathryn.hill@gmail.com,+44115 4960434,London,2024-01-26,39,Male,37,2,7,0,1.0,0.831,Tourist,Partnership,high,Debit Card,Android,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16,4,6,7,33,0.0,0.0,0.0
CUST01291,Mick,Huls,mick.huls@yahoo.com,+3103-1751641,Amsterdam,2025-05-16,60,Male,47,8,1,0,1.0,0.894,Casual Rider,Referral,medium,Credit Card,iOS,6.0,5.0,1.0,70.338,11.722999999999999,24.060000000000002,26.416666666666668,0.0,2025-11-13 18:06:00,7.0,13,2,7,8,30,0.0,0.0,0.0
CUST01292,Simona,Seip,simona.seip@aol.de,+49(0)2407 56434,Berlin,2024-02-23,68,Male,20,1,45,1,1.0,0.719,Commuter,Partnership,medium,Digital Wallet,Android,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1,5,7,22,0.0,0.0,0.0
CUST01293,Lazzaro,Nicoletti,lazzaro.nicoletti@poste.it,0995766420,Milan,2023-07-25,45,Other,33,5,17,0,1.0,0.806,Commuter,Referral,medium,Debit Card,Web,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20,4,5,14,43,0.0,0.0,0.0
CUST01294,Mustafa,van der Pol,mustafa.van der pol@gmail.com,+31(0)115 759329,Amsterdam,2024-08-14,68,Male,21,1,7,0,1.0,0.731,Tourist,Ads,medium,Credit Card,Web,3.0,1.0,2.0,16.158,5.386,24.21,28.23333333333333,0.0,2025-11-05 16:18:00,15.0,30,9,17,15,71,0.0,0.0,0.0
CUST01295,Tyler,Ansems,tyler.ansems@hotmail.com,094-8438032,Amsterdam,2023-08-13,26,Other,30,0,16,0,1.0,0.787,Casual Rider,Ads,medium,Credit Card,Android,1.0,1.0,0.0,11.99,11.99,11.0,17.6,0.0,2025-11-06 11:06:00,14.0,25,7,5,17,54,0.0,0.0,0.0
CUST01296,Armando,Cipolla,armando.cipolla@fastwebnet.it,0566111814,Milan,2023-02-05,22,Male,31,2,35,0,1.0,0.794,Casual Rider,Organic,medium,Cash,Web,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,1,1,3,12,0.0,0.0,0.0
CUST01297,Miriam,Rios,miriam.rios@hotmail.com,+34 828 43 07 85,Barcelona,2025-03-26,29,Female,20,1,8,0,1.0,0.725,Tourist,Partnership,low,Cash,Android,4.0,4.0,0.0,53.18,13.295,24.76,26.125,0.0,2025-11-12 13:59:00,8.0,15,4,7,9,35,0.0,0.0,0.0
CUST01298,Maurits,Jansen,maurits.jansen@yahoo.com,+31352 796224,Amsterdam,2024-01-18,55,Female,28,1,59,1,1.0,0.775,Business,Ads,medium,Debit Card,iOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,22,4,6,13,45,0.0,0.0,0.0
CUST01299,Pedro,Urrutia,pedro.urrutia@gmail.com,+34 945699654,Barcelona,2025-08-28,33,Female,37,2,16,1,1.0,0.831,Commuter,Organic,low,Cash,Android,7.0,7.0,0.0,73.03,10.432857142857143,60.97,21.214285714285715,2.0,2025-11-19 09:20:00,1.0,17,5,11,11,44,1.0,20.490000000000002,12.28
CUST01300,Angelo,Bova,angelo.bova@libero.it,0103014489,Milan,2023-03-28,28,Female,39,1,5,0,1.0,0.844,Tourist,Referral,medium,Debit Card,iOS,1.0,1.0,0.0,24.46,24.46,6.6,16.3,0.0,2025-10-26 19:40:00,25.0,22,5,6,10,43,0.0,0.0,0.0
CUST01301,Vajèn,Kuiper,vajèn.kuiper@hotmail.com,093-3814564,Amsterdam,2024-09-01,46,Other,34,6,2,1,1.0,0.812,Tourist,Ads,medium,Credit Card,Android,3.0,3.0,0.0,29.18,9.726666666666667,31.490000000000002,25.73333333333333,0.0,2025-11-08 11:25:00,12.0,12,1,5,8,26,0.0,0.0,0.0
CUST01302,Umberto,Bazzi,umberto.bazzi@gmail.com,+39 07731694867,Milan,2024-03-14,57,Female,46,1,65,0,1.0,0.887,Casual Rider,Partnership,medium,Cash,Android,3.0,2.0,1.0,14.841999999999999,4.947333333333333,24.53,21.866666666666664,1.0,2025-11-02 18:31:00,18.0,9,0,3,5,17,1.0,11.74,13.24
CUST01303,Marciano,Patiño,marciano.patiño@gmail.com,+34828024843,Barcelona,2025-10-10,41,Female,20,0,1,0,1.0,0.725,Tourist,Organic,low,Cash,iOS,6.0,5.0,1.0,64.682,10.780333333333333,50.11,16.15,2.0,2025-11-14 08:51:00,6.0,16,3,5,12,36,1.0,12.29,12.28
CUST01304,Hinrich,Bärer,hinrich.bärer@yahoo.de,08896 97666,Berlin,2023-10-19,46,Male,28,2,1,0,1.0,0.775,Tourist,Referral,medium,Digital Wallet,iOS,2.0,2.0,0.0,33.870000000000005,16.935000000000002,13.469999999999999,18.05,0.0,2025-11-06 09:20:00,14.0,7,3,3,2,15,0.0,0.0,0.0
CUST01305,Naud,Uittenbosch,naud.uittenbosch@gmail.com,+31(0)28 4275445,Amsterdam,2024-05-19,50,Other,20,2,33,0,1.0,0.719,Business,Organic,medium,Debit Card,iOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8,2,4,4,18,0.0,0.0,0.0
CUST01306,Stephanie,Smith,stephanie.smith@outlook.com,+4428 9018199,London,2025-02-09,22,Female,31,4,22,1,1.0,0.794,Business,Ads,high,Digital Wallet,iOS,4.0,3.0,1.0,75.49000000000001,18.872500000000002,20.48,7.875,1.0,2025-11-19 18:04:00,1.0,20,6,6,10,42,0.0,0.0,0.0
CUST01307,Julie,Volcke,julie.volcke@hotmail.com,+31(0)233 855172,Amsterdam,2023-07-03,34,Female,52,8,1,0,1.0,0.925,Tourist,Ads,medium,Debit Card,Web,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,22,6,5,13,46,0.0,0.0,0.0
CUST01308,Silvio,Bembo,silvio.bembo@hotmail.it,07712805776,Milan,2024-02-15,34,Male,21,2,65,0,1.0,0.731,Tourist,Organic,medium,Digital Wallet,Android,3.0,3.0,0.0,36.68,12.226666666666667,16.78,13.299999999999999,0.0,2025-11-18 13:13:00,2.0,22,5,5,14,46,0.0,0.0,0.0
CUST01309,Lalo,Aguado,lalo.aguado@gmail.com,+34 981809814,Barcelona,2024-05-04,55,Other,33,3,9,0,1.0,0.806,Business,Partnership,low,Debit Card,Android,2.0,1.0,1.0,17.512,8.756,8.83,27.049999999999997,0.0,2025-11-14 02:29:00,6.0,7,2,4,2,15,0.0,0.0,0.0
CUST01310,Nada,Beyer,nada.beyer@gmx.de,08848 986020,Berlin,2024-11-13,32,Other,39,4,6,0,1.0,0.844,Commuter,Partnership,medium,Debit Card,Web,3.0,3.0,0.0,35.69,11.896666666666667,26.43,35.333333333333336,0.0,2025-11-15 00:55:00,5.0,29,8,9,20,66,0.0,0.0,0.0
CUST01311,Virgilio,Fermi,virgilio.fermi@libero.it,3756020006,Milan,2023-10-24,68,Other,27,1,13,1,1.0,0.769,Casual Rider,Partnership,medium,Digital Wallet,iOS,1.0,1.0,0.0,15.54,15.54,12.72,42.9,0.0,2025-10-25 21:48:00,26.0,20,6,8,9,43,0.0,0.0,0.0
